PublishDate,Score
2017-10-30,118
2017-10-31,322
2017-11-01,60
2017-11-02,126
2017-11-03,218
2017-11-04,50
2017-11-05,48
2017-11-06,75
2017-11-07,89
2017-11-08,51
2017-11-09,30
2017-11-10,91
2017-11-11,10
2017-11-13,86
2017-11-14,58
2017-11-15,54
2017-11-16,68
2017-11-17,159
2017-11-18,6
2017-11-20,72
2017-11-21,45
2017-11-22,115
2017-11-23,108
2017-11-24,103
2017-11-26,21
2017-11-27,102
2017-11-28,26
2017-11-29,70
2017-11-30,72
2017-12-01,124
2017-12-04,70
2017-12-05,44
2017-12-06,-50
2017-12-07,90
2017-12-08,63
2017-12-09,51
2017-12-11,37
2017-12-12,60
2017-12-13,31
2017-12-14,108
2017-12-15,-6
2017-12-18,71
2017-12-19,23
2017-12-20,48
2017-12-21,35
2017-12-22,69
2017-12-23,1
2017-12-24,7
2017-12-25,35
2017-12-26,-13
2017-12-27,19
2017-12-28,97
2017-12-29,214
2017-12-30,36
2018-01-02,446
2018-01-03,306
2018-01-04,184
2018-01-05,136
2018-01-07,41
2018-01-08,108
2018-01-09,57
2018-01-10,48
2018-01-11,40
2018-01-12,100
2018-01-15,126
2018-01-16,89
2018-01-17,59
2018-01-18,125
2018-01-19,201
2018-01-20,155
2018-01-21,11
2018-01-22,209
2018-01-23,112
2018-01-24,96
2018-01-25,50
2018-01-26,99
2018-01-27,72
2018-01-28,12
2018-01-29,214
2018-01-30,44
2018-01-31,146
2018-02-01,158
2018-02-02,134
2018-02-05,-9
2018-02-06,17
2018-02-07,70
2018-02-08,45
2018-02-09,-9
2018-02-10,9
2018-02-12,117
2018-02-13,42
2018-02-14,11
2018-02-21,127
2018-02-22,55
2018-02-23,71
2018-02-26,248
2018-02-27,124
2018-03-01,116
2018-03-02,30
2018-03-05,11
2018-03-06,56
2018-03-07,15
2018-03-08,70
2018-03-09,67
2018-03-10,16
2018-03-11,14
2018-03-12,98
2018-03-13,96
2018-03-14,39
2018-03-15,28
2018-03-16,29
2018-03-19,33
2018-03-20,101
2018-03-21,24
2018-03-22,57
2018-03-23,-36
2018-03-26,46
2018-03-27,157
2018-03-28,9
2018-03-29,24
2018-03-30,146
2018-03-31,62
2018-04-02,58
2018-04-03,94
2018-04-04,34
2018-04-08,19
2018-04-09,60
2018-04-10,86
2018-04-11,39
2018-04-12,11
2018-04-13,24
2018-04-14,11
2018-04-16,56
2018-04-17,30
2018-04-18,37
2018-04-19,47
2018-04-20,16
2018-04-21,1
2018-04-23,31
2018-04-24,-3
2018-04-25,-2
2018-04-26,27
2018-04-27,64
2018-05-02,102
2018-05-03,-18
2018-05-04,148
2018-05-07,79
2018-05-08,88
2018-05-09,79
2018-05-10,71
2018-05-11,50
2018-05-14,55
2018-05-15,57
2018-05-16,83
2018-05-17,61
2018-05-18,7
2018-05-21,103
2018-05-22,113
2018-05-23,48
2018-05-24,61
2018-05-25,18
2018-05-26,15
2018-05-28,17
2018-05-29,10
2018-05-30,21
2018-05-31,68
2018-06-01,136
2018-06-03,26
2018-06-04,324
2018-06-05,120
2018-06-06,178
2018-06-07,65
2018-06-08,60
2018-06-11,66
2018-06-12,60
2018-06-13,108
2018-06-14,9
2018-06-15,42
2018-06-18,-1
2018-06-19,4
2018-06-20,31
2018-06-21,64
2018-06-22,-15
2018-06-23,0
2018-06-24,0
2018-06-25,33
2018-06-26,6
2018-06-27,7
2018-06-28,41
2018-06-29,106
2018-06-30,50
2018-07-02,86
2018-07-03,182
2018-07-04,-16
2018-07-05,9
2018-07-13,78
2018-07-14,52
2018-07-15,14
2018-07-16,81
2018-07-17,15
2018-07-18,81
2018-07-19,76
2018-07-20,107
2018-07-21,32
2018-07-22,18
2018-07-23,76
2018-07-24,86
2018-07-25,53
2018-07-26,108
2018-07-27,54
2018-07-29,4
2018-07-30,80
2018-07-31,94
2018-08-01,234
2018-08-02,32
2018-08-03,146
2018-08-04,6
2018-08-05,25
2018-08-06,6
2018-08-07,7
2018-08-08,104
2018-08-09,41
2018-08-10,46
2018-08-11,19
2018-08-13,-16
2018-08-14,15
2018-08-15,15
2018-08-16,16
2018-08-17,-8
2018-08-20,33
2018-08-21,61
2018-08-22,39
2018-08-23,104
2018-08-24,26
2018-08-27,67
2018-08-28,152
2018-08-29,118
2018-08-30,98
2018-08-31,182
2018-09-01,66
2018-09-02,60
2018-09-03,44
2018-09-04,182
2018-09-05,98
2018-09-06,47
2018-09-07,-5
2018-09-09,14
2018-09-10,38
2018-09-11,4
2018-09-12,25
2018-09-13,29
2018-09-14,67
2018-09-16,23
2018-09-17,44
2018-09-18,-55
2018-09-19,90
2018-09-20,13
2018-09-21,76
2018-09-25,22
2018-09-26,38
2018-09-27,160
2018-09-28,24
2018-10-01,88
2018-10-02,54
2018-10-03,-12
2018-10-04,218
2018-10-05,-18
2018-10-07,-3
2018-10-08,0
2018-10-09,28
2018-10-10,16
2018-10-11,-19
2018-10-12,53
2018-10-15,53
2018-10-16,90
2018-10-17,125
2018-10-18,67
2018-10-19,35
2018-10-20,55
2018-10-21,72
2018-10-22,36
2018-10-23,-14
2018-10-24,6
2018-10-25,-42
2018-10-26,46
2018-10-28,15
2018-10-29,29
2018-10-30,93
2018-10-31,466
2018-11-01,156
2018-11-02,60
2018-11-03,18
2018-11-05,-10
2018-11-06,-3
2018-11-07,53
2018-11-08,48
2018-11-09,-12
2018-11-10,18
2018-11-12,72
2018-11-13,22
2018-11-14,16
2018-11-15,-4
2018-11-16,-5
2018-11-18,10
2018-11-19,24
2018-11-20,-24
2018-11-21,37
2018-11-22,13
2018-11-23,47
2018-11-26,68
2018-11-27,55
2018-11-28,81
2018-11-29,107
2018-11-30,84
2018-12-01,22
2018-12-03,350
2018-12-04,152
2018-12-05,-17
2018-12-06,77
2018-12-07,54
2018-12-09,-3
2018-12-10,-5
2018-12-11,26
2018-12-12,61
2018-12-13,84
2018-12-14,-6
2018-12-15,-3
2018-12-16,-6
2018-12-17,10
2018-12-18,11
2018-12-19,76
2018-12-20,34
2018-12-21,29
2018-12-22,19
2018-12-24,11
2018-12-25,25
2018-12-26,2
2018-12-27,137
2018-12-28,80
2018-12-29,-2
2019-01-01,112
2019-01-02,-56
2019-01-03,-8
2019-01-04,-100
2019-01-06,4
2019-01-07,75
2019-01-08,14
2019-01-09,125
2019-01-10,54
2019-01-11,63
2019-01-12,7
2019-01-13,27
2019-01-14,90
2019-01-15,64
2019-01-16,13
2019-01-17,33
2019-01-18,69
2019-01-19,7
2019-01-20,13
2019-01-21,101
2019-01-22,33
2019-01-23,-10
2019-01-24,73
2019-01-25,104
2019-01-26,25
2019-01-28,154
2019-01-29,-32
2019-01-30,22
2019-02-10,16
2019-02-11,179
2019-02-12,66
2019-02-13,128
2019-02-14,50
2019-02-15,33
2019-02-16,-1
2019-02-18,140
2019-02-19,186
2019-02-20,207
2019-02-21,110
2019-02-22,69
2019-02-23,35
2019-02-24,25
2019-02-25,151
2019-02-26,95
2019-02-27,130
2019-03-03,54
2019-03-04,80
2019-03-05,42
2019-03-06,70
2019-03-07,18
2019-03-08,10
2019-03-09,1
2019-03-11,24
2019-03-12,183
2019-03-13,82
2019-03-14,48
2019-03-15,22
2019-03-18,134
2019-03-19,89
2019-03-20,62
2019-03-21,58
2019-03-22,47
2019-03-23,4
2019-03-24,5
2019-03-25,55
2019-03-26,77
2019-03-27,130
2019-03-28,-6
2019-03-29,104
2019-03-31,116
2019-04-01,190
2019-04-02,174
2019-04-03,178
2019-04-04,62
2019-04-05,26
2019-04-06,1
2019-04-07,34
2019-04-08,169
2019-04-09,55
2019-04-10,56
2019-04-11,20
2019-04-12,27
2019-04-14,19
2019-04-15,99
2019-04-16,133
2019-04-17,196
2019-04-18,62
2019-04-19,81
2019-04-20,60
2019-04-21,51
2019-04-22,80
2019-04-23,231
2019-04-24,177
2019-04-25,78
2019-04-26,12
2019-04-27,23
2019-04-29,44
2019-04-30,164
2019-05-02,236
2019-05-03,168
2019-05-04,48
2019-05-06,67
2019-05-07,134
2019-05-08,11
2019-05-09,27
2019-05-10,31
2019-05-11,14
2019-05-13,58
2019-05-14,42
2019-05-15,69
2019-05-16,0
2019-05-17,-26
2019-05-18,12
2019-05-20,-3
2019-05-21,15
2019-05-22,63
2019-05-23,-15
2019-05-24,-2
2019-05-25,5
2019-05-26,7
2019-05-27,37
2019-05-28,23
2019-05-29,-23
2019-05-30,23
2019-05-31,122
2019-06-01,16
2019-06-02,16
2019-06-03,84
2019-06-04,-20
2019-06-05,64
2019-06-06,-20
2019-06-07,25
2019-06-08,19
2019-06-09,-1
2019-06-10,94
2019-06-11,176
2019-06-12,57
2019-06-13,19
2019-06-14,-8
2019-06-16,10
2019-06-17,114
2019-06-18,89
2019-06-19,148
2019-06-20,54
2019-06-21,45
2019-06-22,15
2019-06-23,22
2019-06-24,80
2019-06-25,96
2019-06-26,-24
2019-06-27,122
2019-06-28,4
2019-06-29,30
2019-07-01,292
2019-07-02,208
2019-07-03,54
2019-07-04,100
2019-07-05,23
2019-07-07,12
2019-07-08,118
2019-07-09,-52
2019-07-10,164
2019-07-11,174
2019-07-12,50
2019-07-13,7
2019-07-14,49
2019-07-15,115
2019-07-16,64
2019-07-17,-1
2019-07-18,96
2019-07-19,177
2019-07-20,92
2019-07-21,22
2019-07-22,197
2019-07-23,159
2019-07-24,139
2019-07-25,19
2019-07-26,122
2019-07-29,109
2019-07-30,116
2019-08-01,42
2019-08-02,-58
2019-08-04,1
2019-08-05,-24
2019-08-06,79
2019-08-07,34
2019-08-08,90
2019-08-12,73
2019-08-13,-4
2019-08-14,88
2019-08-15,4
2019-08-16,63
2019-08-18,16
2019-08-19,24
2019-08-20,171
2019-08-21,37
2019-08-22,85
2019-08-23,60
2019-08-24,-7
2019-08-26,-17
2019-08-27,101
2019-08-28,133
2019-08-29,77
2019-08-30,236
2019-08-31,42
2019-09-01,182
2019-09-02,204
2019-09-03,110
2019-09-04,118
2019-09-05,70
2019-09-06,79
2019-09-07,9
2019-09-09,84
2019-09-10,114
2019-09-11,153
2019-09-12,68
2019-09-13,12
2019-09-15,8
2019-09-16,28
2019-09-17,136
2019-09-18,207
2019-09-19,167
2019-09-20,159
2019-09-21,26
2019-09-22,4
2019-09-23,133
2019-09-24,82
2019-09-25,75
2019-09-26,188
2019-09-27,153
2019-09-28,86
2019-09-29,52
2019-09-30,-2
2019-10-01,424
2019-10-02,334
2019-10-03,166
2019-10-04,128
2019-10-05,28
2019-10-07,183
2019-10-08,198
2019-10-09,86
2019-10-13,44
2019-10-14,200
2019-10-15,203
2019-10-16,230
2019-10-17,180
2019-10-18,178
2019-10-20,13
2019-10-21,139
2019-10-22,258
2019-10-23,134
2019-10-24,137
2019-10-25,157
2019-10-26,45
2019-10-27,31
2019-10-28,208
2019-10-29,186
2019-10-30,162
2019-10-31,254
2019-11-01,252
2019-11-02,318
2019-11-03,50
2019-11-04,418
2019-11-05,265
2019-11-06,202
2019-11-07,101
2019-11-08,193
2019-11-09,35
2019-11-10,9
2019-11-11,95
2019-11-12,210
2019-11-13,79
2019-11-14,80
2019-11-15,148
2019-11-18,214
2019-11-19,212
2019-11-20,97
2019-11-21,73
2019-11-22,169
2019-11-23,25
2019-11-24,5
2019-11-25,72
2019-11-26,130
2019-11-27,184
2019-11-28,142
2019-11-29,112
2019-12-02,202
2019-12-03,114
2019-12-04,160
2019-12-05,213
2019-12-06,235
2019-12-07,28
2019-12-09,202
2019-12-10,97
2019-12-11,197
2019-12-12,180
2019-12-13,244
2019-12-14,12
2019-12-15,60
2019-12-16,280
2019-12-17,257
2019-12-18,128
2019-12-19,124
2019-12-20,89
2019-12-22,16
2019-12-23,175
2019-12-24,140
2019-12-25,89
2019-12-26,50
2019-12-27,120
2019-12-28,18
2019-12-29,20
2019-12-30,109
2019-12-31,282
2020-01-01,56
2020-01-02,534
2020-01-03,254
2020-01-06,115
2020-01-07,101
2020-01-08,10
2020-01-09,198
2020-01-10,145
2020-01-11,68
2020-01-12,24
2020-01-13,153
2020-01-14,229
2020-01-15,87
2020-01-16,91
2020-01-17,140
2020-01-18,56
2020-01-20,202
2020-01-21,27
2020-01-22,30
2020-01-25,18
2020-01-29,5
2020-01-30,14
2020-01-31,162
2020-02-01,0
2020-02-03,68
2020-02-04,280
2020-02-05,93
2020-02-06,187
2020-02-07,47
2020-02-10,151
2020-02-11,186
2020-02-12,214
2020-02-13,119
2020-02-14,81
2020-02-15,26
2020-02-17,57
2020-02-18,-82
2020-02-19,179
2020-02-20,125
2020-02-21,53
2020-02-22,12
2020-02-24,62
2020-02-25,87
2020-02-26,45
2020-02-27,-8
2020-02-28,26
2020-03-01,20
2020-03-02,172
2020-03-03,304
2020-03-04,252
2020-03-05,152
2020-03-06,17
2020-03-07,14
2020-03-09,-2
2020-03-10,63
2020-03-11,65
2020-03-12,37
2020-03-13,9
2020-03-16,-1
2020-03-17,27
2020-03-18,-25
2020-03-19,-27
2020-03-20,36
2020-03-23,15
2020-03-24,163
2020-03-25,124
2020-03-26,38
2020-03-27,66
2020-03-30,86
2020-03-31,204
2020-04-01,6
2020-04-04,10
2020-04-06,72
2020-04-07,99
2020-04-08,99
2020-04-09,20
2020-04-10,57
2020-04-11,13
2020-04-12,37
2020-04-13,50
2020-04-14,128
2020-04-15,86
2020-04-16,72
2020-04-17,170
2020-04-18,38
2020-04-19,45
2020-04-20,47
2020-04-21,69
2020-04-22,47
2020-04-23,75
2020-04-24,44
2020-04-25,35
2020-04-26,54
2020-04-27,77
2020-04-28,29
2020-04-29,102
2020-04-30,152
2020-05-01,30
2020-05-04,26
2020-05-05,18
2020-05-06,27
2020-05-07,27
2020-05-08,98
2020-05-10,27
2020-05-11,71
2020-05-12,62
2020-05-13,5
2020-05-14,26
2020-05-15,124
2020-05-16,15
2020-05-17,5
2020-05-18,-8
2020-05-19,26
2020-05-20,88
2020-05-21,25
2020-05-22,34
2020-05-24,6
2020-05-25,11
2020-05-26,75
2020-05-27,73
2020-05-28,133
2020-05-29,202
2020-05-31,66
2020-06-01,72
2020-06-02,106
2020-06-03,94
2020-06-04,90
2020-06-05,23
2020-06-07,10
2020-06-08,107
2020-06-09,93
2020-06-10,90
2020-06-11,94
2020-06-12,45
2020-06-13,39
2020-06-14,36
2020-06-15,40
2020-06-18,16
2020-06-29,20
2020-06-30,42
2020-07-08,40
2020-07-09,5
2020-07-10,17
2020-07-13,-1
2020-07-14,22
2020-07-15,11
2020-07-16,25
2020-07-17,10
2020-07-28,11
2020-07-29,60
2020-07-30,24
2020-07-31,136
2020-08-01,-4
2020-08-02,118
2020-08-03,10
2020-08-04,92
2020-08-05,44
2020-08-06,103
2020-08-07,-4
2020-08-08,0
2020-08-09,63
2020-08-10,41
2020-08-11,11
2020-08-12,39
2020-08-13,3
2020-08-15,42
2020-08-16,19
2020-08-17,12
2020-08-18,58
2020-08-19,65
2020-08-20,18
2020-08-21,8
2020-08-22,7
2020-08-23,61
2020-08-24,89
2020-08-25,101
2020-08-26,170
2020-08-27,82
2020-08-28,53
2020-08-29,-4
2020-08-30,50
2020-08-31,160
2020-09-01,26
2020-09-02,28
2020-09-03,-4
2020-09-04,50
2020-09-05,-2
2020-09-06,35
2020-09-07,54
2020-09-08,17
2020-09-09,32
2020-09-10,77
2020-09-11,10
2020-09-12,8
2020-09-13,5
2020-09-14,42
2020-09-15,57
2020-09-16,108
2020-09-17,58
2020-09-18,6
2020-09-19,6
2020-09-20,29
2020-09-21,44
2020-09-22,11
2020-09-23,101
2020-09-24,-3
2020-09-25,27
2020-09-26,-2
2020-09-27,8
2020-09-28,22
2020-09-29,162
2020-09-30,66
2020-10-01,-14
2020-10-03,56
2020-10-04,20
2020-10-05,30
2020-10-06,3
2020-10-07,86
2020-10-08,156
2020-10-09,6
2020-10-10,38
2020-10-12,118
2020-10-13,72
2020-10-14,48
2020-10-15,113
2020-10-16,77
2020-10-17,30
2020-10-18,22
2020-10-19,39
2020-10-20,72
2020-10-21,-13
2020-10-22,38
2020-10-23,31
2020-10-25,11
2020-10-26,47
2020-10-27,96
2020-10-28,58
2020-10-29,22
2020-10-30,44
2020-10-31,70
2020-11-02,32
2020-11-03,142
2020-11-04,52
2020-11-05,19
2020-11-06,44
2020-11-09,42
2020-11-10,52
2020-11-11,87
2020-11-12,1
2020-11-13,51
2020-11-15,36
2020-11-16,101
2020-11-18,15
2020-11-19,70
2020-11-20,40
2020-11-21,29
2020-11-22,65
2020-11-23,47
2020-11-24,89
2020-11-25,39
2020-11-26,17
2020-11-27,34
2020-11-28,4
2020-11-29,112
2020-11-30,144
2020-12-01,-10
2020-12-02,100
2020-12-03,100
2020-12-04,196
2020-12-05,1
2020-12-07,102
2020-12-08,106
2020-12-09,96
2020-12-10,120
2020-12-11,-2
2020-12-13,26
2020-12-14,18
2020-12-15,98
2020-12-16,91
2020-12-17,52
2020-12-18,13
2020-12-19,1
2020-12-21,23
2020-12-22,11
2020-12-23,76
2020-12-24,30
2020-12-25,15
2020-12-27,81
2020-12-28,57
2020-12-29,22
2020-12-30,17
2020-12-31,109
2021-01-01,32
2021-01-03,23
2021-01-04,106
